nome_da_imagem,categoria_detectada,acuracia
Tomato___Leaf_Mold_039183dc-a260-49fa-b28a-0c8f11614896___Crnl_L.Mold 6720.JPG,doente,0.9997
Tomato___Leaf_Mold_039183dc-a260-49fa-b28a-0c8f11614896___Crnl_L.Mold 6720_180deg.JPG,doente,0.9999
Tomato___Leaf_Mold_039183dc-a260-49fa-b28a-0c8f11614896___Crnl_L.Mold 6720_flipTB.JPG,doente,0.9999
Tomato___Leaf_Mold_03c6374e-c292-440e-b2e3-a70c5e64562a___Crnl_L.Mold 8935.JPG,doente,0.9991
Tomato___Leaf_Mold_041f3e00-0236-4d32-897f-8d13f3a9aa1f___Crnl_L.Mold 9135.JPG,doente,0.9927
Tomato___Leaf_Mold_041f3e00-0236-4d32-897f-8d13f3a9aa1f___Crnl_L.Mold 9135_180deg.JPG,doente,0.9846
Tomato___Leaf_Mold_041f3e00-0236-4d32-897f-8d13f3a9aa1f___Crnl_L.Mold 9135_flipTB.JPG,doente,0.9936
Tomato___Leaf_Mold_0425e1f8-950e-4f8f-a8cc-66809d61ef54___Crnl_L.Mold 6783.JPG,doente,0.9972
Tomato___Leaf_Mold_0425e1f8-950e-4f8f-a8cc-66809d61ef54___Crnl_L.Mold 6783_180deg.JPG,doente,0.9956
Tomato___Leaf_Mold_0425e1f8-950e-4f8f-a8cc-66809d61ef54___Crnl_L.Mold 6783_flipTB.JPG,doente,0.9898
Tomato___Leaf_Mold_0443d006-9d75-4d46-9312-941f21e3791d___Crnl_L.Mold 9139.JPG,doente,0.8836
Tomato___Leaf_Mold_0443d006-9d75-4d46-9312-941f21e3791d___Crnl_L.Mold 9139_180deg.JPG,doente,0.9951
Tomato___Leaf_Mold_0443d006-9d75-4d46-9312-941f21e3791d___Crnl_L.Mold 9139_flipTB.JPG,doente,0.9942
Tomato___Leaf_Mold_0462054e-f0aa-41a7-a9cc-95d0784b9767___Crnl_L.Mold 6547_180deg.JPG,doente,0.996
Tomato___Leaf_Mold_0462054e-f0aa-41a7-a9cc-95d0784b9767___Crnl_L.Mold 6547_flipTB.JPG,doente,0.9988
Tomato___Leaf_Mold_05138150-866c-460e-a252-19d269a81d4d___Crnl_L.Mold 6745_180deg.JPG,doente,0.9981
Tomato___Septoria_leaf_spot_002533c1-722b-44e5-9d2e-91f7747b2543___Keller.St_CG 1831.JPG,doente,0.9987
Tomato___Septoria_leaf_spot_0025c401-7785-49c5-8bef-780a8a0d3652___Matt.S_CG 2694.JPG,doente,0.9903
Tomato___Septoria_leaf_spot_006c018a-bb21-4a24-b1ff-d8b2864a7354___Matt.S_CG 6192.JPG,doente,0.9962
Tomato___Septoria_leaf_spot_009bb542-f0c0-40f2-98a7-f547c5adec45___Matt.S_CG 1355.JPG,doente,0.9943
Tomato___Septoria_leaf_spot_009ce7ca-77de-4e4e-9f59-bec9162df779___Matt.S_CG 7403.JPG,doente,0.9973
Tomato___Septoria_leaf_spot_00f16858-f392-4d9e-ad9f-efab8049a13f___JR_Sept.L.S 8368.JPG,doente,0.9926
Tomato___Septoria_leaf_spot_00f16858-f392-4d9e-ad9f-efab8049a13f___JR_Sept.L.S 8368_180deg.JPG,doente,0.9919
Tomato___Septoria_leaf_spot_00f16858-f392-4d9e-ad9f-efab8049a13f___JR_Sept.L.S 8368_flipTB.JPG,doente,0.9905
Tomato___Septoria_leaf_spot_015c2613-fb1c-4f31-88f1-c7e5be9ddc97___JR_Sept.L.S 8431.JPG,doente,0.9984
Tomato___Septoria_leaf_spot_0176f68f-a3d8-473b-9bea-c075a5507b34___JR_Sept.L.S 2504.JPG,doente,0.9917
Tomato___Septoria_leaf_spot_01f54ad9-9c03-4ffd-86f4-829fc2939120___Matt.S_CG 0702.JPG,doente,0.9972
Tomato___Septoria_leaf_spot_01f54ad9-9c03-4ffd-86f4-829fc2939120___Matt.S_CG 0702_180deg.JPG,doente,0.9991
Tomato___Septoria_leaf_spot_01f54ad9-9c03-4ffd-86f4-829fc2939120___Matt.S_CG 0702_flipTB.JPG,doente,0.9983
Tomato___Septoria_leaf_spot_026c9801-8f0c-41b6-adfe-12704eafa73d___Keller.St_CG 1939.JPG,doente,0.9974
Tomato___Septoria_leaf_spot_0286577f-36c8-4b0d-bbf5-404993cd089d___Matt.S_CG 1422.JPG,doente,0.9983
Tomato___Septoria_leaf_spot_029c0186-56f1-41de-bb6b-3743bdfb10ee___JR_Sept.L.S 8562.JPG,doente,0.9998
Tomato___Septoria_leaf_spot_02ab6821-757a-401b-ac04-919fdceee1f0___Matt.S_CG 1653.JPG,doente,0.9997
Tomato___Septoria_leaf_spot_02b079eb-8c74-42bf-b956-d3aecdb9d4ad___JR_Sept.L.S 8522.JPG,doente,0.9946
Tomato___Septoria_leaf_spot_02b079eb-8c74-42bf-b956-d3aecdb9d4ad___JR_Sept.L.S 8522_180deg.JPG,doente,0.9878
Tomato___Septoria_leaf_spot_02b079eb-8c74-42bf-b956-d3aecdb9d4ad___JR_Sept.L.S 8522_flipTB.JPG,doente,0.9844
Tomato___Septoria_leaf_spot_02d2c484-8bdb-4ef2-8d07-0bdb3ac330cc___Matt.S_CG 0975_180deg.JPG,doente,0.9949
Tomato___Septoria_leaf_spot_02d2c484-8bdb-4ef2-8d07-0bdb3ac330cc___Matt.S_CG 0975_flipTB.JPG,doente,0.9945
Tomato___Septoria_leaf_spot_03611d8a-1664-4d1a-8d9b-7dc3e1a302cc___Keller.St_CG 1945.JPG,doente,0.9989
Tomato___Septoria_leaf_spot_037d8289-4297-4462-95aa-3cecf4cf5a62___Matt.S_CG 7764.JPG,doente,0.8948
Tomato___Septoria_leaf_spot_03b3e88f-63ad-49e1-88c2-b8bfffd6aaf6___Matt.S_CG 1226_180deg.JPG,doente,0.9988
Tomato___Septoria_leaf_spot_041684a2-1a2c-430f-ab09-b17293f015bc___JR_Sept.L.S 8400.JPG,doente,0.9921
Tomato___Septoria_leaf_spot_04c912dc-3e26-43ff-a6e3-69de49a6e529___JR_Sept.L.S 8519.JPG,doente,0.9747
Tomato___Septoria_leaf_spot_04c912dc-3e26-43ff-a6e3-69de49a6e529___JR_Sept.L.S 8519_180deg.JPG,doente,0.9954
Tomato___Septoria_leaf_spot_04eb9fee-df68-4917-a639-d68e12c08bbc___JR_Sept.L.S 8475_180deg.JPG,doente,0.9989
Tomato___Septoria_leaf_spot_04eb9fee-df68-4917-a639-d68e12c08bbc___JR_Sept.L.S 8475_flipTB.JPG,doente,0.9973
Tomato___Spider_mites Two-spotted_spider_mite_003b7929-a364-4e74-be1c-37c4c0a6ec63___Com.G_SpM_FL 1414.JPG,doente,0.9909
Tomato___Spider_mites Two-spotted_spider_mite_003b7929-a364-4e74-be1c-37c4c0a6ec63___Com.G_SpM_FL 1414_180deg.JPG,doente,0.9969
Tomato___Spider_mites Two-spotted_spider_mite_003b7929-a364-4e74-be1c-37c4c0a6ec63___Com.G_SpM_FL 1414_flipTB.JPG,doente,0.9984
Tomato___Spider_mites Two-spotted_spider_mite_00bc7858-1dca-4bfb-a828-225f03bd72a5___Com.G_SpM_FL 9455_180deg.JPG,doente,0.9672
Tomato___Spider_mites Two-spotted_spider_mite_00bc7858-1dca-4bfb-a828-225f03bd72a5___Com.G_SpM_FL 9455_flipTB.JPG,doente,0.8957
Tomato___Spider_mites Two-spotted_spider_mite_00c8e9a0-1fb8-434b-8981-25511358ddc9___Com.G_SpM_FL 8717.JPG,doente,0.728
Tomato___Spider_mites Two-spotted_spider_mite_00c8e9a0-1fb8-434b-8981-25511358ddc9___Com.G_SpM_FL 8717_180deg.JPG,doente,0.9366
Tomato___Spider_mites Two-spotted_spider_mite_00c8e9a0-1fb8-434b-8981-25511358ddc9___Com.G_SpM_FL 8717_flipTB.JPG,doente,0.9207
Tomato___Spider_mites Two-spotted_spider_mite_00fa99e8-2605-4d72-be69-98277587d84b___Com.G_SpM_FL 1453.JPG,doente,0.9095
Tomato___Spider_mites Two-spotted_spider_mite_00fa99e8-2605-4d72-be69-98277587d84b___Com.G_SpM_FL 1453_180deg.JPG,doente,0.9481
Tomato___Spider_mites Two-spotted_spider_mite_0100e504-f6bc-464a-a181-38262117f30a___Com.G_SpM_FL 1202.JPG,doente,0.9783
Tomato___Spider_mites Two-spotted_spider_mite_01027422-5838-4aaf-a517-01ea4e2cb6b9___Com.G_SpM_FL 9256.JPG,doente,0.9978
Tomato___Spider_mites Two-spotted_spider_mite_012369f5-ca64-4811-888f-35d75f7f7c2b___Com.G_SpM_FL 8911.JPG,doente,0.9223
Tomato___Spider_mites Two-spotted_spider_mite_01720a27-7595-496b-bf53-dbe5c8c1e2c3___Com.G_SpM_FL 8476.JPG,doente,0.9528
Tomato___Spider_mites Two-spotted_spider_mite_0189e941-6286-4aae-bc7a-c87b2d6e0b09___Com.G_SpM_FL 1153.JPG,doente,0.9802
Tomato___Spider_mites Two-spotted_spider_mite_01963a97-0507-43a6-ae4a-1afd8e0c4f3e___Com.G_SpM_FL 1217.JPG,doente,0.9981
Tomato___Spider_mites Two-spotted_spider_mite_0211efc9-5409-43a7-a46b-a87d46f23fc3___Com.G_SpM_FL 9646.JPG,doente,0.9902
Tomato___Spider_mites Two-spotted_spider_mite_0247236f-c1ae-4b3f-92b3-9077fe5cb3c3___Com.G_SpM_FL 8505.JPG,doente,0.539
Tomato___Spider_mites Two-spotted_spider_mite_02c791ab-ffc3-40d4-9b42-db946eee2413___Com.G_SpM_FL 1640.JPG,doente,0.8076
Tomato___Spider_mites Two-spotted_spider_mite_02c791ab-ffc3-40d4-9b42-db946eee2413___Com.G_SpM_FL 1640_flipTB.JPG,doente,0.9658
Tomato___Spider_mites Two-spotted_spider_mite_0315776d-6d0d-4ae2-b102-4fd0feebaa51___Com.G_SpM_FL 9375.JPG,doente,0.8488
Tomato___Spider_mites Two-spotted_spider_mite_03882a7e-b80a-4c12-b4bb-5d03c88a8c4b___Com.G_SpM_FL 8730.JPG,doente,0.6339
Tomato___Spider_mites Two-spotted_spider_mite_03dc4d71-45b6-4845-9f66-3b7aae5375e1___Com.G_SpM_FL 1193.JPG,doente,0.7859
Tomato___Spider_mites Two-spotted_spider_mite_03dc4d71-45b6-4845-9f66-3b7aae5375e1___Com.G_SpM_FL 1193_180deg.JPG,doente,0.9967
Tomato___Spider_mites Two-spotted_spider_mite_03dc4d71-45b6-4845-9f66-3b7aae5375e1___Com.G_SpM_FL 1193_flipTB.JPG,doente,0.9935
Tomato___Spider_mites Two-spotted_spider_mite_03e18a00-ffbd-4863-a0c5-7c597c09b025___Com.G_SpM_FL 8798.JPG,doente,0.9977
Tomato___Spider_mites Two-spotted_spider_mite_03e18a00-ffbd-4863-a0c5-7c597c09b025___Com.G_SpM_FL 8798_flipTB.JPG,doente,0.9971
Tomato___Spider_mites Two-spotted_spider_mite_03fa54ef-d6cc-40f3-8ae2-469d1ab5b541___Com.G_SpM_FL 9653_flipTB.JPG,doente,0.9933
Tomato___Spider_mites Two-spotted_spider_mite_0421a79d-5c62-43e8-a695-ae55f987c27e___Com.G_SpM_FL 1434.JPG,doente,0.98
Tomato___Spider_mites Two-spotted_spider_mite_04a5f541-9202-4475-b5a0-01c14543f211___Com.G_SpM_FL 8534_180deg.JPG,doente,0.9997
Tomato___Target_Spot_002213fb-b620-4593-b9ac-6a6cc119b100___Com.G_TgS_FL 8360.JPG,doente,0.6521
Tomato___Target_Spot_003a5321-0430-42dd-a38d-30ac4563f4ba___Com.G_TgS_FL 8121.JPG,doente,0.9134
Tomato___Target_Spot_003a5321-0430-42dd-a38d-30ac4563f4ba___Com.G_TgS_FL 8121_flipTB.JPG,doente,0.9617
Tomato___Target_Spot_003a5321-0430-42dd-a38d-30ac4563f4ba___Com.G_TgS_FL 8121_new30degFlipLR.JPG,saudavel,0.6764
Tomato___Target_Spot_0044d10f-7062-4655-8abd-9fffc5b2f152___Com.G_TgS_FL 7908.JPG,doente,0.9938
Tomato___Target_Spot_007ec913-8cfe-43ed-b458-f041a17266ae___Com.G_TgS_FL 9844.JPG,doente,0.8519
Tomato___Target_Spot_00854623-ba28-446d-a1d5-03c0ae3f99d9___Com.G_TgS_FL 7949.JPG,doente,0.8749
Tomato___Target_Spot_0118c27a-f34a-41e1-8b2f-d2c564f83c5c___Com.G_TgS_FL 0013.JPG,doente,0.9414
Tomato___Target_Spot_0118ed61-b135-45be-ad81-7e2d54203be4___Com.G_TgS_FL 8241.JPG,doente,0.995
Tomato___Target_Spot_01b2013e-4030-4cd0-843c-2dbacf5f3758___Com.G_TgS_FL 8398.JPG,doente,0.9853
Tomato___Target_Spot_01b2013e-4030-4cd0-843c-2dbacf5f3758___Com.G_TgS_FL 8398_180deg.JPG,doente,0.9917
Tomato___Target_Spot_01b2013e-4030-4cd0-843c-2dbacf5f3758___Com.G_TgS_FL 8398_flipTB.JPG,doente,0.9978
Tomato___Target_Spot_01b2013e-4030-4cd0-843c-2dbacf5f3758___Com.G_TgS_FL 8398_new30degFlipLR.JPG,doente,0.7027
Tomato___Target_Spot_01b2013e-4030-4cd0-843c-2dbacf5f3758___Com.G_TgS_FL 8398_newPixel25.JPG,doente,0.9897
Tomato___Target_Spot_01e0b8b1-e713-4c6d-973b-f7636280c58a___Com.G_TgS_FL 9816.JPG,doente,0.9492
Tomato___Target_Spot_01e0b8b1-e713-4c6d-973b-f7636280c58a___Com.G_TgS_FL 9816_180deg.JPG,doente,0.9631
Tomato___Target_Spot_01e0b8b1-e713-4c6d-973b-f7636280c58a___Com.G_TgS_FL 9816_flipTB.JPG,doente,0.969
Tomato___Target_Spot_01e0b8b1-e713-4c6d-973b-f7636280c58a___Com.G_TgS_FL 9816_new30degFlipLR.JPG,doente,0.7007
Tomato___Target_Spot_01f0e0cb-83a7-4190-9645-bd06b70c8d65___Com.G_TgS_FL 8318.JPG,doente,0.612
Tomato___Target_Spot_01f0e0cb-83a7-4190-9645-bd06b70c8d65___Com.G_TgS_FL 8318_180deg.JPG,doente,0.994
Tomato___Target_Spot_01f0e0cb-83a7-4190-9645-bd06b70c8d65___Com.G_TgS_FL 8318_flipTB.JPG,doente,0.9797
Tomato___Target_Spot_01f0e0cb-83a7-4190-9645-bd06b70c8d65___Com.G_TgS_FL 8318_newPixel25.JPG,doente,0.9396
Tomato___Target_Spot_021dbc57-a5cc-4fc9-a3cf-e64b92df20bc___Com.G_TgS_FL 9916.JPG,doente,0.8984
Tomato___Target_Spot_0288164e-d6cf-4215-b593-7b581308a4cf___Com.G_TgS_FL 9777.JPG,doente,0.6218
Tomato___Target_Spot_02b891ad-b252-4f46-8618-89a0c36193c2___Com.G_TgS_FL 0038.JPG,doente,0.9812
Tomato___Target_Spot_02b891ad-b252-4f46-8618-89a0c36193c2___Com.G_TgS_FL 0038_180deg.JPG,doente,0.9867
Tomato___Target_Spot_02b891ad-b252-4f46-8618-89a0c36193c2___Com.G_TgS_FL 0038_flipTB.JPG,doente,0.9865
Tomato___Target_Spot_02b891ad-b252-4f46-8618-89a0c36193c2___Com.G_TgS_FL 0038_new30degFlipLR.JPG,doente,0.5706
Tomato___Target_Spot_02b891ad-b252-4f46-8618-89a0c36193c2___Com.G_TgS_FL 0038_newPixel25.JPG,doente,0.9703
Tomato___Target_Spot_02da8ab6-7510-4bf7-a0e3-457f14b6adad___Com.G_TgS_FL 1022_180deg.JPG,doente,0.9907
Tomato___Tomato_Yellow_Leaf_Curl_Virus_013864a9-fc42-4357-8bfe-0d638ce2fc7f___YLCV_GCREC 2023.JPG,doente,0.8362
Tomato___Tomato_Yellow_Leaf_Curl_Virus_031014d0-92fb-40a7-87d0-f000697551ef___YLCV_NREC 2679.JPG,doente,0.9655
Tomato___Tomato_Yellow_Leaf_Curl_Virus_0353227e-e244-43de-824f-e71f17bc745b___YLCV_NREC 2789.JPG,doente,0.9882
Tomato___Tomato_Yellow_Leaf_Curl_Virus_036662aa-5a39-4e1a-adc7-32017654d0ef___YLCV_GCREC 2463.JPG,doente,0.9861
Tomato___Tomato_Yellow_Leaf_Curl_Virus_0402077e-1231-48b4-8aa6-3a9c492dc7e6___YLCV_GCREC 2163.JPG,doente,0.9977
Tomato___Tomato_Yellow_Leaf_Curl_Virus_04167585-5400-4bdb-b58b-c5e944a1ecd8___YLCV_NREC 0079.JPG,doente,0.9895
Tomato___Tomato_Yellow_Leaf_Curl_Virus_046273fc-2ab8-4fb0-abaa-bc43e28d5a7a___YLCV_NREC 2692.JPG,doente,0.9979
Tomato___Tomato_Yellow_Leaf_Curl_Virus_054013a2-1b8d-4ed8-82f1-1e90fae528ae___UF.GRC_YLCV_Lab 02676.JPG,doente,0.9803
Tomato___Tomato_Yellow_Leaf_Curl_Virus_0596712d-eb13-43b5-bd6b-2bef0c35dbe2___YLCV_GCREC 5198.JPG,doente,0.9976
Tomato___Tomato_Yellow_Leaf_Curl_Virus_06718520-1ddc-40e0-ada1-37910bc41e36___UF.GRC_YLCV_Lab 01534.JPG,doente,0.9915
Tomato___Tomato_Yellow_Leaf_Curl_Virus_06843421-6362-4733-8bbc-aec499a1a452___YLCV_GCREC 2757.JPG,doente,0.9863
Tomato___Tomato_Yellow_Leaf_Curl_Virus_072273b4-ef9e-44ac-941b-4de99c9f2b2e___YLCV_GCREC 2472.JPG,doente,0.9104
Tomato___Tomato_Yellow_Leaf_Curl_Virus_07621782-2709-4cfb-b4ff-1f1bad24df64___YLCV_GCREC 5494.JPG,doente,0.9923
Tomato___Tomato_Yellow_Leaf_Curl_Virus_07814785-df21-4b4c-9e52-b43131eaaa76___UF.GRC_YLCV_Lab 09327.JPG,doente,0.9885
Tomato___Tomato_Yellow_Leaf_Curl_Virus_078713ce-c5a0-4351-adcb-00c481417d34___YLCV_GCREC 2304.JPG,doente,0.9962
Tomato___Tomato_Yellow_Leaf_Curl_Virus_079971f3-8298-40ba-b8a5-c389784f5118___YLCV_GCREC 2654.JPG,doente,0.9905
Tomato___Tomato_Yellow_Leaf_Curl_Virus_0848359b-471c-4cb9-a368-879fe6c1483b___UF.GRC_YLCV_Lab 01646.JPG,doente,0.996
Tomato___Tomato_Yellow_Leaf_Curl_Virus_0897310f-384b-40ea-ad5b-5cdb64669281___YLCV_GCREC 1916.JPG,doente,0.9142
Tomato___Tomato_Yellow_Leaf_Curl_Virus_089806a4-72a6-4a9d-aed1-5ae29f2bfa2e___YLCV_NREC 2193.JPG,doente,0.9936
Tomato___Tomato_Yellow_Leaf_Curl_Virus_09188838-cc89-4925-94c5-d9563c4cb4bf___UF.GRC_YLCV_Lab 02974.JPG,doente,0.9889
Tomato___Tomato_Yellow_Leaf_Curl_Virus_092330d8-f6e9-48df-8525-cb391b8f00b7___YLCV_GCREC 2930.JPG,doente,0.991
Tomato___Tomato_Yellow_Leaf_Curl_Virus_09266523-41f5-42cd-bf15-5f13a6cec876___UF.GRC_YLCV_Lab 02419.JPG,doente,0.9971
Tomato___Tomato_Yellow_Leaf_Curl_Virus_09320877-b96e-46ea-b1d3-6f915d60180f___UF.GRC_YLCV_Lab 02550.JPG,doente,0.9986
Tomato___Tomato_Yellow_Leaf_Curl_Virus_09397385-9a50-4d0a-bc52-bccfd6aa7c59___UF.GRC_YLCV_Lab 01763.JPG,doente,0.9742
Tomato___Tomato_Yellow_Leaf_Curl_Virus_10239cd2-1e83-45d0-b40d-816316d705d4___YLCV_GCREC 2393.JPG,doente,0.8641
Tomato___Tomato_Yellow_Leaf_Curl_Virus_103210e0-a963-4d63-a23f-0e1bbe7f2f58___UF.GRC_YLCV_Lab 01639.JPG,doente,0.9938
Tomato___Tomato_Yellow_Leaf_Curl_Virus_1104914f-f715-4b02-b551-5cdf03f54bcb___YLCV_NREC 2717.JPG,doente,0.9512
Tomato___Tomato_Yellow_Leaf_Curl_Virus_11061195-ce9c-4171-819d-663342a186e8___YLCV_NREC 0257.JPG,doente,0.9901
Tomato___Tomato_Yellow_Leaf_Curl_Virus_112779d4-27f3-4c5e-8813-b64d26ef7e03___UF.GRC_YLCV_Lab 02860.JPG,doente,0.9702
Tomato___Tomato_Yellow_Leaf_Curl_Virus_11310b42-2463-4a9c-bc4e-145f73bee307___YLCV_GCREC 2609.JPG,doente,0.9997
Tomato___Tomato_mosaic_virus_000ec6ea-9063-4c33-8abe-d58ca8a88878___PSU_CG 2169.JPG,doente,0.9976
Tomato___Tomato_mosaic_virus_000ec6ea-9063-4c33-8abe-d58ca8a88878___PSU_CG 2169_180deg.JPG,doente,0.9751
Tomato___Tomato_mosaic_virus_000ec6ea-9063-4c33-8abe-d58ca8a88878___PSU_CG 2169_90deg.JPG,doente,0.9842
Tomato___Tomato_mosaic_virus_000ec6ea-9063-4c33-8abe-d58ca8a88878___PSU_CG 2169_new30degFlipLR.JPG,doente,0.5328
Tomato___Tomato_mosaic_virus_000ec6ea-9063-4c33-8abe-d58ca8a88878___PSU_CG 2169_newPixel25.JPG,doente,0.9912
Tomato___Tomato_mosaic_virus_006e354b-c054-4b72-a83c-e3feb038942e___PSU_CG 2330.JPG,doente,0.9831
Tomato___Tomato_mosaic_virus_006e354b-c054-4b72-a83c-e3feb038942e___PSU_CG 2330_180deg.JPG,doente,0.9799
Tomato___Tomato_mosaic_virus_006e354b-c054-4b72-a83c-e3feb038942e___PSU_CG 2330_270deg.JPG,doente,0.9812
Tomato___Tomato_mosaic_virus_006e354b-c054-4b72-a83c-e3feb038942e___PSU_CG 2330_90deg.JPG,doente,0.9651
Tomato___Tomato_mosaic_virus_006e354b-c054-4b72-a83c-e3feb038942e___PSU_CG 2330_new30degFlipLR.JPG,doente,0.8393
Tomato___Tomato_mosaic_virus_00c07a77-15e6-4815-92d4-8d1e1afb7f3c___PSU_CG 2052.JPG,doente,0.9932
Tomato___Tomato_mosaic_virus_00c07a77-15e6-4815-92d4-8d1e1afb7f3c___PSU_CG 2052_270deg.JPG,doente,0.9289
Tomato___Tomato_mosaic_virus_00c07a77-15e6-4815-92d4-8d1e1afb7f3c___PSU_CG 2052_90deg.JPG,doente,0.9699
Tomato___Tomato_mosaic_virus_00c07a77-15e6-4815-92d4-8d1e1afb7f3c___PSU_CG 2052_new30degFlipLR.JPG,doente,0.5821
Tomato___Tomato_mosaic_virus_00c07a77-15e6-4815-92d4-8d1e1afb7f3c___PSU_CG 2052_newPixel25.JPG,doente,0.9926
Tomato___Tomato_mosaic_virus_01b32f27-2b9b-4961-805b-8066bf4d90f1___PSU_CG 2417.JPG,doente,0.9917
Tomato___Tomato_mosaic_virus_01b32f27-2b9b-4961-805b-8066bf4d90f1___PSU_CG 2417_180deg.JPG,doente,0.9985
Tomato___Tomato_mosaic_virus_01b32f27-2b9b-4961-805b-8066bf4d90f1___PSU_CG 2417_270deg.JPG,doente,0.9985
Tomato___Tomato_mosaic_virus_01b32f27-2b9b-4961-805b-8066bf4d90f1___PSU_CG 2417_90deg.JPG,doente,0.9996
Tomato___Tomato_mosaic_virus_01b32f27-2b9b-4961-805b-8066bf4d90f1___PSU_CG 2417_new30degFlipLR.JPG,doente,0.9922
Tomato___Tomato_mosaic_virus_021accd9-bbb2-4777-8f94-93295e6de49e___PSU_CG 2075.JPG,doente,0.8885
Tomato___Tomato_mosaic_virus_021accd9-bbb2-4777-8f94-93295e6de49e___PSU_CG 2075_180deg.JPG,doente,0.9807
Tomato___Tomato_mosaic_virus_021accd9-bbb2-4777-8f94-93295e6de49e___PSU_CG 2075_270deg.JPG,doente,0.9948
Tomato___Tomato_mosaic_virus_021accd9-bbb2-4777-8f94-93295e6de49e___PSU_CG 2075_new30degFlipLR.JPG,saudavel,0.8593
Tomato___Tomato_mosaic_virus_02cb8c4e-4542-4020-bb46-025de54d97ae___PSU_CG 2098.JPG,doente,0.9992
Tomato___Tomato_mosaic_virus_02cb8c4e-4542-4020-bb46-025de54d97ae___PSU_CG 2098_180deg.JPG,doente,0.9956
Tomato___Tomato_mosaic_virus_02cb8c4e-4542-4020-bb46-025de54d97ae___PSU_CG 2098_270deg.JPG,doente,0.9971
Tomato___Tomato_mosaic_virus_02cb8c4e-4542-4020-bb46-025de54d97ae___PSU_CG 2098_new30degFlipLR.JPG,doente,0.8835
Tomato___Tomato_mosaic_virus_02cb8c4e-4542-4020-bb46-025de54d97ae___PSU_CG 2098_newPixel25.JPG,doente,0.999
Tomato___Tomato_mosaic_virus_03b6acc7-41a6-4670-b47c-bef6d4baea18___PSU_CG 2363_270deg.JPG,doente,0.9395
Apple___healthy_0055dd26-23a7-4415-ac61-e0b44ebfaf80___RS_HL 5672.JPG,saudavel,0.8293
Apple___healthy_00907d8b-6ae6-4306-bfd7-d54471981a86___RS_HL 5709.JPG,saudavel,0.9896
Apple___healthy_00907d8b-6ae6-4306-bfd7-d54471981a86___RS_HL 5709_flipTB.JPG,saudavel,0.9364
Apple___healthy_0098dbd9-286a-4d6a-bf4b-5459d66f88c0___RS_HL 5776.JPG,saudavel,0.9171
Apple___healthy_00a6039c-e425-4f7d-81b1-d6b0e668517e___RS_HL 7669.JPG,saudavel,0.9209
Apple___healthy_00fca0da-2db3-481b-b98a-9b67bb7b105c___RS_HL 7708.JPG,saudavel,0.6978
Apple___healthy_010125c0-e6f2-4f3d-b469-dd98ffecbb01___RS_HL 7948.JPG,saudavel,0.7674
Apple___healthy_010125c0-e6f2-4f3d-b469-dd98ffecbb01___RS_HL 7948_flipTB.JPG,saudavel,0.9042
Apple___healthy_011d02f3-5c3c-4484-a384-b1a0a0dbdec1___RS_HL 7544.JPG,saudavel,0.9906
Apple___healthy_013b7c70-5e3b-42b7-86af-167815a5b04f___RS_HL 7480.JPG,saudavel,0.9686
Apple___healthy_017fd21b-142f-4988-849a-5fd316ea9a1b___RS_HL 6279.JPG,saudavel,0.7989
Apple___healthy_0181db4e-718e-41bc-b6ed-92863471fa85___RS_HL 5941.JPG,saudavel,0.7988
Apple___healthy_0199bffc-baee-499f-8e03-5dadb8b671be___RS_HL 8042.JPG,saudavel,0.9823
Apple___healthy_01efa999-757d-487e-8250-27c7854c0ca8___RS_HL 7515.JPG,saudavel,0.8807
Apple___healthy_023810b0-18e6-4352-9dfa-c2f4c034cda5___RS_HL 7538_flipTB.JPG,saudavel,0.9207
Apple___healthy_02720439-ecbd-4c7a-9382-4c8156b6f15b___RS_HL 5918.JPG,saudavel,0.8062
Apple___healthy_02847045-4405-467c-9ccb-7ba2ab1d574c___RS_HL 5943.JPG,saudavel,0.9197
Apple___healthy_02847045-4405-467c-9ccb-7ba2ab1d574c___RS_HL 5943_flipTB.JPG,saudavel,0.9034
Apple___healthy_02a0f44c-9cbe-4a2e-9710-296692635ec6___RS_HL 5789.JPG,saudavel,0.677
Apple___healthy_02cd3257-a42f-4fbc-8056-a41d5aabfbc3___RS_HL 8029.JPG,saudavel,0.9353
Apple___healthy_02d0257a-d21a-43a4-9348-472043df801e___RS_HL 6065.JPG,saudavel,0.8488
Apple___healthy_02fe229e-2b2e-4e1e-b56f-3af97996bee6___RS_HL 8134.JPG,saudavel,0.8394
Apple___healthy_03109942-bfa2-4728-b375-4f02a95957de___RS_HL 8066.JPG,saudavel,0.7854
Apple___healthy_03109942-bfa2-4728-b375-4f02a95957de___RS_HL 8066_flipTB.JPG,saudavel,0.5733
Apple___healthy_03152113-855b-4eab-8a4f-7d78d92240d0___RS_HL 5838.JPG,saudavel,0.9872
Apple___healthy_03152113-855b-4eab-8a4f-7d78d92240d0___RS_HL 5838_flipTB.JPG,saudavel,0.9992
Apple___healthy_036e9351-118e-4795-9f80-74c369b98c88___RS_HL 7513.JPG,saudavel,0.8294
Apple___healthy_039d297c-374b-47cd-bed1-a94ac757eb8b___RS_HL 7612.JPG,saudavel,0.5291
Apple___healthy_03aebf5c-6cca-40da-b61d-f3f83e1cbf9e___RS_HL 8080.JPG,saudavel,0.762
